"","x"
"1",24.8394089021534
"2",24.3574551510214
"3",25.3005362278803
"4",26.8504562819568
"5",27.5104765719249
"6",26.6432236181278
"7",28.5705452903238
"8",25.9463278895563
"9",24.8288271996089
"10",24.3529490228741
"11",24.1503003434329
"12",25.2123211126469
"13",25.6645736363852
"14",30.4504294843785
"15",32.4884455460649
"16",32.2080003869228
"17",32.0885751980105
"18",29.7410850196109
"19",28.7414262667808
"20",29.464047066066
"21",28.6234520074311
"22",25.9688577656454
"23",24.8384213559721
"24",22.0604006367665
"25",20.8774041100715
"26",20.3736350875811
"27",20.1591093283805
"28",22.364389332114
"29",23.3034890899994
"30",24.8517137332086
"31",25.5110120468597
"32",25.7917686336313
"33",25.9113264413544
"34",22.5172881540934
"35",21.071965778511
"36",20.4564875214743
"37",20.1943913336032
"38",18.934462910199
"39",18.3979330929565
"40",19.3177734156326
"41",17.4128456277953
"42",17.7499652979008
"43",15.5968908698103
"44",18.1249733770298
"45",15.7565848749792
"46",14.7480267485332
"47",16.6151748132065
"48",18.5586009449953
"49",18.2378754676556
"50",19.2496142354318
"51",18.5321376079035
"52",19.3749232683862
"53",19.73381638326
"54",19.8866479677817
"55",19.9517299998949
"56",19.9794446304618
"57",18.8429296824291
"58",18.3589544453962
"59",19.3011746896547
"60",19.7024111774294
"61",18.7249573395844
"62",18.3087169252559
"63",18.1314644803708
"64",18.0559830323033
"65",16.8755229107341
"66",16.3728339948222
"67",15.0104512017827
"68",15.5786090495318
"69",15.8205542430486
"70",17.07190153667
"71",16.456460164632
"72",18.4910136600261
"73",17.0607770083887
"74",16.4517228787554
"75",16.1923623509723
"76",16.0819158732309
"77",16.0348831788199
"78",16.0148547054018
"79",16.0063257501191
"80",16.0026937669571
"81",16.0011471177778
"82",16.000488490362
"83",17.1485250075224
"84",16.4890896188527
"85",15.0599576717978
"86",15.5996909592786
"87",15.2553733012185
"88",15.682907045202
"89",14.716651670544
"90",14.8793385206691
"91",14.3744588399031
"92",15.3077771043608
"93",15.7052227596509
"94",15.8744716160427
"95",14.7982278158822
"96",15.488235523277
"97",15.782069444528
"98",15.9071961240599
"99",15.9604802577094
"100",14.8348538653763
"101",13.2071984392496
"102",12.5140752013801
"103",14.5155485340418
"104",14.2195419641393
"105",15.2418070686846
"106",15.6771299803094
"107",18.1591425206828
"108",19.2160864787231
"109",18.5178600974947
"110",19.3688433118522
"111",22.0278612615151
"112",20.863547493511
"113",19.2194173770663
"114",19.6675955203124
"115",19.8584483757771
"116",18.7914044551169
"117",18.3370128650019
"118",18.1435140659652
"119",18.0611142459792
"120",18.0260249825443
"121",21.4560334819124
"122",19.471722502636
"123",22.0716714910519
"124",19.7338867195831
"125",19.8866779199075
"126",18.8034257667023
"127",18.3421320384312
"128",18.1456940224877
"129",22.6553105141514
"130",24.5756923923291
"131",25.3934707033784
"132",24.5933976628581
"133",24.2526933543932
"134",24.1076073185846
"135",21.7491896864981
"136",23.0415115464353
"137",24.7401528215258
"138",25.4635047802208
"139",25.7715380676611
"140",25.9027114266749
"141",24.8102534993702
"142",24.3450395703929
"143",25.2952491583279
"144",25.6998878402455
"145",25.8721997859289
"146",23.6489433882742
"147",22.7021885357294
"148",22.2990210235331
"149",22.1273355629794
"150",23.2025417559542
"151",22.5120921923528
"152",21.0697531223384
"153",20.4555452806375
