"","x"
"1",25.7943453116482
"2",25.9518215330216
"3",25.9887132907156
"4",25.997355876713
"5",25.9993805645401
"6",27.531317383619
"7",26.3587398108522
"8",24.5525790294334
"9",24.1294519990568
"10",24.0303265581341
"11",24.0071045648963
"12",24.0016643775447
"13",24.0003899116486
"14",31.6574038340678
"15",33.4512029220986
"16",30.8085089980239
"17",30.1894083931431
"18",30.0443724676914
"19",31.5418575805757
"20",30.3612090496286
"21",31.6160824908987
"22",31.910060124654
"23",31.9789298977372
"24",31.9950639334593
"25",31.9988436338566
"26",31.9997290995479
"27",31.9999365364894
"28",30.4685226344921
"29",30.1097602123999
"30",30.0257133878689
"31",30.0060238432602
"32",30.0014111982368
"33",30.0003305996484
"34",30.0000774491667
"35",30.0000181439196
"36",30.0000042505534
"37",30.0000009957718
"38",30.0000002332782
"39",30.0000000546498
"40",30.0000000128027
"41",30.0000000029993
"42",30.0000000007026
"43",30.0000000001646
"44",30.0000000000386
"45",28.4685375020185
"46",29.6412261933873
"47",29.9159505084316
"48",28.4488473325971
"49",28.1051509039993
"50",28.0246335709469
"51",28.0057708758985
"52",26.4698894378984
"53",24.5786179137362
"54",25.6670145939505
"55",25.921991924822
"56",25.9817251456598
"57",24.4642562747083
"58",24.108760737622
"59",25.5569417401516
"60",25.896205294843
"61",24.4442216460714
"62",24.1040672501944
"63",24.0243797047235
"64",24.0057114029754
"65",22.469875505251
"66",22.1100771477428
"67",20.4943251379253
"68",20.115804932652
"69",20.0271294769326
"70",20.0063555886764
"71",20.0014889158211
"72",18.4688863084592
"73",19.6413079078365
"74",21.4474321495642
"75",21.870550619833
"76",21.96967405539
"77",20.4614330808426
"78",23.1710243475024
"79",23.8057969092761
"80",23.9545042844949
"81",20.9264167795714
"82",21.7484929998506
"83",20.4096172712155
"84",20.0959605265176
"85",20.022480552693
"86",20.0052664910013
"87",20.001233774269
"88",20.000289034757
"89",16.9371427158304
"90",16.2195432535507
"91",17.5828946217914
"92",17.9022852440097
"93",17.9771084861594
"94",17.994637233644
"95",17.9987436714238
"96",17.9997056814736
"97",17.9999310503664
"98",17.9999838472555
"99",17.9999962159167
"100",17.9999991135075
"101",16.4685372943319
"102",16.1097636467423
"103",17.5571766904186
"104",17.8962603363486
"105",19.5071595365573
"106",18.3530803821941
"107",18.0827157001409
"108",23.3794964467275
"109",25.3860979055714
"110",25.856181923099
"111",29.0292329147337
"112",29.7725796074182
"113",29.9467225086769
"114",29.9875187486511
"115",28.4656135348449
"116",28.109078701259
"117",31.0884787270863
"118",27.1920715559086
"119",30.8736526084827
"120",33.2675945013824
"121",33.8284202786099
"122",33.9598042329722
"123",33.9905833878627
"124",33.9977939820359
"125",29.4050957049551
"126",26.7977075178513
"127",32.3127279358364
"128",33.6047248809233
"129",35.4388618895412
"130",34.3370803777311
"131",37.1418923950604
"132",39.3304347011537
"133",39.8431417737232
"134",39.9632530192453
"135",43.0543163266966
"136",43.7784558670096
"137",45.4795616306625
"138",45.8780775532404
"139",45.9714373806782
"140",45.9933086708461
"141",45.9984324306765
"142",45.9996327674925
"143",45.9999139688991
"144",45.9999798456015
"145",45.9999952784542
"146",50.5943863878611
"147",53.2021711526796
"148",61.4704061223756
"149",57.2815452097775
"150",54.7687634976601
"151",51.1171722684337
"152",50.2617185519831
"153",50.0613124782878
