"","x"
"1",25.9741579076579
"2",26.1578947368425
"3",26.1578947368418
"4",26.1578947368418
"5",26.1578947368418
"6",28.1578947368418
"7",26.1578947368418
"8",24.1578947368418
"9",24.1578947368418
"10",24.1578947368418
"11",24.1578947368418
"12",24.1578947368418
"13",24.1578947368418
"14",34.1578947368418
"15",34.1578947368418
"16",30.1578947368418
"17",30.1578947368418
"18",30.1578947368418
"19",32.1578947368418
"20",30.1578947368418
"21",32.1578947368418
"22",32.1578947368418
"23",32.1578947368418
"24",32.1578947368418
"25",32.1578947368418
"26",32.1578947368418
"27",32.1578947368418
"28",30.1578947368418
"29",30.1578947368418
"30",30.1578947368418
"31",30.1578947368418
"32",30.1578947368418
"33",30.1578947368418
"34",30.1578947368418
"35",30.1578947368418
"36",30.1578947368418
"37",30.1578947368418
"38",30.1578947368418
"39",30.1578947368418
"40",30.1578947368418
"41",30.1578947368418
"42",30.1578947368418
"43",30.1578947368418
"44",30.1578947368418
"45",28.1578947368418
"46",30.1578947368418
"47",30.1578947368418
"48",28.1578947368418
"49",28.1578947368418
"50",28.1578947368418
"51",28.1578947368418
"52",26.1578947368418
"53",24.1578947368418
"54",26.1578947368418
"55",26.1578947368418
"56",26.1578947368418
"57",24.1578947368418
"58",24.1578947368418
"59",26.1578947368418
"60",26.1578947368418
"61",24.1578947368418
"62",24.1578947368418
"63",24.1578947368418
"64",24.1578947368418
"65",22.1578947368418
"66",22.1578947368418
"67",20.1578947368418
"68",20.1578947368418
"69",20.1578947368418
"70",20.1578947368418
"71",20.1578947368418
"72",18.1578947368418
"73",20.1578947368418
"74",22.1578947368418
"75",22.1578947368418
"76",22.1578947368418
"77",20.1578947368418
"78",24.1578947368418
"79",24.1578947368418
"80",24.1578947368418
"81",20.1578947368418
"82",22.1578947368418
"83",20.1578947368418
"84",20.1578947368418
"85",20.1578947368418
"86",20.1578947368418
"87",20.1578947368418
"88",20.1578947368418
"89",16.1578947368418
"90",16.1578947368418
"91",18.1578947368418
"92",18.1578947368418
"93",18.1578947368418
"94",18.1578947368418
"95",18.1578947368418
"96",18.1578947368418
"97",18.1578947368418
"98",18.1578947368418
"99",18.1578947368418
"100",18.1578947368418
"101",16.1578947368418
"102",16.1578947368418
"103",18.1578947368418
"104",18.1578947368418
"105",20.1578947368418
"106",18.1578947368418
"107",18.1578947368418
"108",25.1578947368418
"109",26.1578947368418
"110",26.1578947368418
"111",30.1578947368418
"112",30.1578947368418
"113",30.1578947368418
"114",30.1578947368418
"115",28.1578947368418
"116",28.1578947368418
"117",32.1578947368418
"118",26.1578947368418
"119",32.1578947368418
"120",34.1578947368418
"121",34.1578947368418
"122",34.1578947368418
"123",34.1578947368418
"124",34.1578947368418
"125",28.1578947368418
"126",26.1578947368418
"127",34.1578947368418
"128",34.1578947368418
"129",36.1578947368418
"130",34.1578947368418
"131",38.1578947368418
"132",40.1578947368418
"133",40.1578947368418
"134",40.1578947368418
"135",44.1578947368418
"136",44.1578947368418
"137",46.1578947368418
"138",46.1578947368418
"139",46.1578947368418
"140",46.1578947368418
"141",46.1578947368418
"142",46.1578947368418
"143",46.1578947368418
"144",46.1578947368418
"145",46.1578947368418
"146",52.1578947368418
"147",54.1578947368418
"148",64.1578947368418
"149",56.1578947368418
"150",54.1578947368418
"151",50.1578947368418
"152",50.1578947368418
"153",50.1578947368418
