time,temperature,preciptation,humidity,windSpeed
2014-09-18 18:30:00,27.34,rain,0.68,5.59
2014-09-18 19:30:00,28.89,rain,0.63,4.92
2014-09-18 20:30:00,26.71,rain,0.72,5.66
2014-09-18 21:30:00,25.6,rain,0.8,4.61
2014-09-18 22:30:00,25.29,rain,0.79,5.11
2014-09-18 23:30:00,25.29,rain,0.79,5.89
2014-09-19 00:30:00,25.29,rain,0.81,4.03
2014-09-19 01:30:00,25.29,rain,0.81,4.22
2014-09-19 02:30:00,26.08,rain,0.75,3.39
2014-09-19 03:30:00,28.31,rain,0.66,3.96
2014-09-19 04:30:00,30.29,rain,0.59,4.77
2014-09-19 05:30:00,32.19,rain,0.49,4.51
2014-09-19 06:30:00,33.31,rain,0.46,4.81
2014-09-19 07:30:00,34.42,rain,0.42,4.33
2014-09-19 08:30:00,35.29,rain,0.41,4.27
2014-09-19 09:30:00,34.88,rain,0.44,1.97
2014-09-19 10:30:00,34.08,rain,0.47,4.72
2014-09-19 11:30:00,32.97,rain,0.51,5.36
2014-09-19 12:30:00,32.24,rain,0.52,4.19
2014-09-19 13:30:00,31.61,rain,0.55,4.13
2014-09-19 14:30:00,30.64,rain,0.61,3.01
2014-09-19 15:30:00,29.08,rain,0.66,3.02
2014-09-19 16:30:00,28.59,rain,0.69,4.63
2014-09-19 17:30:00,27.97,rain,0.68,3.07
2014-09-19 18:30:00,26.71,rain,0.7,2.41
2014-09-19 19:30:00,26.23,rain,0.72,3.82
2014-09-19 20:30:00,25.36,rain,0.76,3.46
2014-09-19 21:30:00,25.36,rain,0.76,3.46
2014-09-19 22:30:00,25.36,rain,0.76,3.53
2014-09-19 23:30:00,25.04,rain,0.77,3.04
2014-09-20 00:30:00,25.04,rain,0.77,3.49
2014-09-20 01:30:00,25.04,rain,0.77,2.73
2014-09-20 02:30:00,26.71,rain,0.7,4.58
2014-09-20 03:30:00,28.31,rain,0.63,4.13
2014-09-20 04:30:00,30.29,rain,0.53,4.27
2014-09-20 05:30:00,31.71,rain,0.49,4.13
2014-09-20 06:30:00,33.31,rain,0.45,4.77
2014-09-20 07:30:00,34.42,rain,0.4,4.94
2014-09-20 08:30:00,35.04,rain,0.39,4.05
2014-09-20 09:30:00,35.36,rain,0.42,4.03
2014-09-20 10:30:00,34.39,rain,0.44,3.2
2014-09-20 11:30:00,32.97,rain,0.48,3.53
2014-09-20 12:30:00,31.86,rain,0.51,4.22
2014-09-20 13:30:00,30.5,rain,0.55,3.82
2014-09-20 14:30:00,29.88,rain,0.59,3.89
2014-09-20 15:30:00,29.08,rain,0.62,4.09
2014-09-20 16:30:00,29.08,rain,0.62,4.73
2014-09-20 17:30:00,27.97,rain,0.69,2.81
2014-09-20 18:30:00,27.34,rain,0.72,3.4
2014-09-20 19:30:00,28.89,rain,0.63,4.02
2014-09-20 20:30:00,26.71,rain,0.75,3.48
2014-09-20 21:30:00,25.6,rain,0.8,3.67
2014-09-20 22:30:00,25.6,rain,0.8,4.01
2014-09-20 23:30:00,25.6,rain,0.8,4.09
2014-09-21 00:30:00,25.29,rain,0.78,3.5
2014-09-21 01:30:00,25.77,rain,0.76,3.75
2014-09-21 02:30:00,27.19,rain,0.7,4.14
2014-09-21 03:30:00,28.93,rain,0.62,2.86
2014-09-21 04:30:00,30.29,rain,0.57,3.41
2014-09-21 05:30:00,31.71,rain,0.51,2.74
2014-09-21 06:30:00,33.31,rain,0.46,2.68
2014-09-21 07:30:00,34.42,rain,0.43,2.59
2014-09-21 08:30:00,35.29,rain,0.41,3.19
2014-09-21 09:30:00,35.29,rain,0.4,2.53
2014-09-21 10:30:00,35.29,rain,0.41,2.53
2014-09-21 11:30:00,34.08,rain,0.45,2.16
2014-09-21 12:30:00,32.48,rain,0.51,0.91
2014-09-21 13:30:00,30.99,rain,0.59,4.02
2014-09-21 14:30:00,29.88,rain,0.63,1.2
2014-09-21 15:30:00,29.88,rain,0.68,2.25
2014-09-21 16:30:00,29.08,rain,0.7,2.83
2014-09-21 17:30:00,28.45,rain,0.76,3.78
2014-09-21 18:30:00,27.82,rain,0.73,2.31
2014-09-21 19:30:00,27.82,rain,0.73,2.64
2014-09-21 20:30:00,27.19,rain,0.88,1.98
2014-09-21 21:30:00,25.77,rain,0.85,0.63
2014-09-21 22:30:00,25.77,rain,0.87,1.56
2014-09-21 23:30:00,25.14,rain,0.94,0.96
2014-09-22 00:30:00,25.77,rain,0.85,1.44
2014-09-22 01:30:00,25.77,rain,0.85,1.03
2014-09-22 02:30:00,27.05,rain,0.79,0.59
2014-09-22 03:30:00,28.16,rain,0.76,0.78
2014-09-22 04:30:00,29.52,rain,0.67,0.68
2014-09-22 05:30:00,31.26,rain,0.62,0.74
2014-09-22 06:30:00,31.26,rain,0.61,0.17
2014-09-22 07:30:00,33.16,rain,0.56,1.9
2014-09-22 08:30:00,33.79,rain,0.52,3.13
2014-09-22 09:30:00,34.42,rain,0.5,1.64
2014-09-22 10:30:00,35.29,rain,0.47,1.03
2014-09-22 11:30:00,32.68,rain,0.54,0.63
2014-09-22 12:30:00,31.71,rain,0.58,0.85
2014-09-22 13:30:00,29.42,rain,0.67,2.43
2014-09-22 14:30:00,28.79,rain,0.76,2.7
2014-09-22 15:30:00,28.79,rain,0.76,3.82
2014-09-22 16:30:00,28.31,rain,0.77,3.82
2014-09-22 17:30:00,27.82,rain,0.81,4.01
2014-09-22 18:30:00,27.34,rain,0.8,3.22
2014-09-22 19:30:00,28.89,rain,0.75,2.24
2014-09-22 20:30:00,26.23,rain,0.86,3.84
2014-09-22 21:30:00,25.6,rain,0.84,4.33
2014-09-22 22:30:00,25.29,rain,0.85,3.15
2014-09-22 23:30:00,24.66,rain,0.89,4.02
2014-09-23 00:30:00,24.66,rain,0.87,4.92
2014-09-23 01:30:00,24.66,rain,0.84,4.02
2014-09-23 02:30:00,25.77,rain,0.8,2.14
2014-09-23 03:30:00,27.68,rain,0.74,2.7
2014-09-23 04:30:00,29.42,rain,0.67,2.41
2014-09-23 05:30:00,31.57,rain,0.58,2.4
2014-09-23 06:30:00,33.16,rain,0.5,2.39
2014-09-23 07:30:00,32.78,rain,0.44,2.68
2014-09-23 08:30:00,35.77,rain,0.43,2.23
2014-09-23 09:30:00,36.08,rain,0.41,3.25
2014-09-23 10:30:00,35.6,rain,0.44,2.73
2014-09-23 11:30:00,35.04,rain,0.47,2.11
2014-09-23 12:30:00,32.97,rain,0.56,0.49
2014-09-23 13:30:00,31.61,rain,0.61,1.39
2014-09-23 14:30:00,30.99,rain,0.65,0.37
2014-09-23 15:30:00,30.36,rain,0.66,2.59
2014-09-23 16:30:00,29.56,rain,0.67,4.03
2014-09-23 17:30:00,28.93,rain,0.69,3.32
2014-09-26 18:30:00,25.14,rain,0.91,0.64
2014-09-26 19:30:00,25.14,rain,0.91,1
2014-09-26 20:30:00,24.66,rain,0.93,1.34
2014-09-26 21:30:00,25.14,rain,0.91,0
2014-09-26 22:30:00,25.14,rain,0.91,0.89
2014-09-26 23:30:00,25.14,rain,0.91,0
2014-09-27 00:30:00,24.66,rain,0.95,0.89
2014-09-27 01:30:00,23.89,rain,0.94,0.89
2014-09-27 02:30:00,27.05,rain,0.82,1.23
2014-09-27 03:30:00,27.53,rain,0.79,3.13
2014-09-27 04:30:00,28.41,rain,0.74,2.24
2014-09-27 05:30:00,30.14,rain,0.65,3.13
2014-09-27 06:30:00,31.26,rain,0.61,0.1
2014-09-27 07:30:00,32.68,rain,0.56,3.5
2014-09-27 08:30:00,33.31,rain,0.54,3.97
2014-09-27 09:30:00,33.31,rain,0.52,3.55
2014-09-27 10:30:00,32.68,rain,0.53,3.89
2014-09-27 11:30:00,32.68,rain,0.53,3.61
2014-09-27 12:30:00,31.26,rain,0.57,4.27
2014-09-27 13:30:00,29.66,rain,0.64,2.83
2014-09-27 14:30:00,29.66,rain,0.64,2.53
2014-09-27 15:30:00,28.41,rain,0.71,2.32
2014-09-27 16:30:00,28.41,rain,0.72,2.29
2014-09-27 17:30:00,27.78,rain,0.74,2.64
2014-09-27 18:30:00,27.53,rain,0.78,1.94
2014-09-27 19:30:00,27.05,rain,0.8,1.59
2014-09-27 20:30:00,26.57,rain,0.83,1.72
2014-09-27 21:30:00,26.26,rain,0.85,0.89
2014-09-27 22:30:00,26.26,rain,0.85,1.34
2014-09-27 23:30:00,25.77,rain,0.87,0.93
2014-09-28 00:30:00,25.46,rain,0.92,0.76
2014-09-28 01:30:00,25.77,rain,0.91,1.22
2014-09-28 02:30:00,26.57,rain,0.85,2.24
2014-09-28 03:30:00,28.16,rain,0.77,1.77
2014-09-28 04:30:00,29.66,rain,0.71,2.68
2014-09-28 05:30:00,30.77,rain,0.65,3.29
2014-09-28 06:30:00,32.19,rain,0.56,3.91
2014-09-28 07:30:00,33.31,rain,0.53,3.89
2014-09-28 08:30:00,33.31,rain,0.5,3.58
2014-09-28 09:30:00,33.16,rain,0.51,3.43
2014-09-28 10:30:00,31.11,rain,0.52,2.68
2014-09-28 11:30:00,31.11,rain,0.6,4.65
2014-09-28 12:30:00,28.31,rain,0.81,2.85
2014-09-28 13:30:00,28.79,rain,0.73,2.41
2014-09-28 14:30:00,28.31,rain,0.75,4.33
2014-09-28 15:30:00,27.68,rain,0.78,4.16
2014-09-28 16:30:00,26.23,rain,0.86,1.5
2014-09-28 17:30:00,25.6,rain,0.88,1.15
2014-10-05 18:30:00,27.19,rain,0.81,0.89
2014-10-05 19:30:00,26.71,rain,0.82,0.54
2014-10-05 20:30:00,26.71,rain,0.79,1.28
2014-10-05 21:30:00,24.56,rain,0.87,2.78
2014-10-05 22:30:00,24.56,rain,0.87,4.47
2014-10-05 23:30:00,23.93,rain,0.9,4.02
2014-10-06 00:30:00,23.79,rain,0.84,3.33
2014-10-06 01:30:00,23.93,rain,0.88,0.71
2014-10-06 02:30:00,25.29,rain,0.78,2.8
2014-10-06 03:30:00,27.19,rain,0.68,2.92
2014-10-06 04:30:00,28.93,rain,0.62,2.83
2014-10-06 05:30:00,30.6,rain,0.57,3.87
2014-10-06 06:30:00,32.82,rain,0.51,4.12
2014-10-06 07:30:00,33.31,rain,0.52,5.13
2014-10-06 08:30:00,33.93,rain,0.51,4.2
2014-10-06 09:30:00,34.42,rain,0.46,3.43
2014-10-06 10:30:00,34.56,rain,0.48,2.96
2014-10-06 11:30:00,34.56,rain,0.47,3.12
2014-10-06 12:30:00,32.34,rain,0.51,2.03
2014-10-06 13:30:00,30.6,rain,0.57,1.94
2014-10-06 14:30:00,29.42,rain,0.65,3.21
2014-10-06 15:30:00,27.82,rain,0.76,3.62
2014-10-06 16:30:00,26.71,rain,0.79,3.77
2014-10-06 17:30:00,26.71,rain,0.79,4.02
2014-10-06 18:30:00,26.71,rain,0.83,3.07
2014-10-06 19:30:00,26.08,rain,0.86,1.3
2014-10-06 20:30:00,26.08,rain,0.84,2.47
2014-10-06 21:30:00,26.08,rain,0.81,2.73
2014-10-06 22:30:00,25.77,rain,0.83,3.18
2014-10-06 23:30:00,25.14,rain,0.85,2.38
2014-10-07 00:30:00,24.66,rain,0.87,2.28
2014-10-07 01:30:00,24.66,rain,0.87,2.43
2014-10-07 02:30:00,25.29,rain,0.86,2.43
2014-10-07 03:30:00,28.16,rain,0.7,3.03
2014-10-07 04:30:00,28.41,rain,0.7,3.92
2014-10-07 05:30:00,31.26,rain,0.59,5
2014-10-07 06:30:00,32.19,rain,0.55,3.62
2014-10-07 07:30:00,33.45,rain,0.51,4.46
2014-10-07 08:30:00,33.45,rain,0.52,2.35
2014-10-07 09:30:00,32.82,rain,0.55,4.49
2014-10-07 10:30:00,32.19,rain,0.57,1.38
2014-10-07 11:30:00,31.08,rain,0.61,3.89
2014-10-07 12:30:00,30.36,rain,0.64,3.4
2014-10-07 13:30:00,29.08,rain,0.7,2.09
2014-10-07 14:30:00,28.45,rain,0.71,2.53
2014-10-07 15:30:00,27.19,rain,0.75,3.91
2014-10-07 16:30:00,27.19,rain,0.77,2.38
2014-10-07 17:30:00,26.57,rain,0.83,1.39
2014-10-07 18:30:00,24.52,rain,0.94,2.21
2014-10-07 19:30:00,24.52,rain,0.94,1.97
2014-10-07 20:30:00,24.52,rain,0.94,1.01
2014-10-07 21:30:00,24.76,rain,0.91,1.42
2014-10-07 22:30:00,24.52,rain,0.92,1.23
2014-10-07 23:30:00,24.52,rain,0.92,1.42
2014-10-08 00:30:00,24.03,rain,0.92,1.26
2014-10-08 01:30:00,24.66,rain,0.89,2.99
2014-10-08 02:30:00,25.14,rain,0.85,3.43
2014-10-08 03:30:00,27.05,rain,0.79,3.08
2014-10-08 04:30:00,28.41,rain,0.72,3.69
2014-10-08 05:30:00,29.66,rain,0.64,3.08
2014-10-08 06:30:00,31.08,rain,0.61,3.86
2014-10-08 07:30:00,32.05,rain,0.58,2.39
2014-10-08 08:30:00,32.68,rain,0.52,1.86
2014-10-08 09:30:00,33.31,rain,0.52,2.78
2014-10-08 10:30:00,32.24,rain,0.59,2.1
2014-10-08 11:30:00,31.61,rain,0.61,0.96
2014-10-08 12:30:00,30.04,rain,0.66,0.87
2014-10-08 13:30:00,29.42,rain,0.68,1.56
2014-10-08 14:30:00,28.79,rain,0.7,2.28
2014-10-08 15:30:00,27.68,rain,0.77,2.79
2014-10-08 16:30:00,26.57,rain,0.85,2.83
2014-10-08 17:30:00,26.26,rain,0.85,2.89
2014-10-08 18:30:00,26.26,rain,0.82,1.81
2014-10-08 19:30:00,25.14,rain,0.87,0.97
2014-10-08 20:30:00,25.14,rain,0.87,1.34
2014-10-08 21:30:00,25.14,rain,0.91,1.34
2014-10-08 22:30:00,25.14,rain,0.91,1.42
2014-10-08 23:30:00,25.14,rain,0.87,1.13
2014-10-09 00:30:00,25.14,rain,0.87,0.96
2014-10-09 01:30:00,24.52,rain,0.89,1.26
2014-10-09 02:30:00,25.14,rain,0.87,2.14
2014-10-09 03:30:00,27.68,rain,0.77,1.99
2014-10-09 04:30:00,29.66,rain,0.69,1.8
2014-10-09 05:30:00,30.77,rain,0.64,2.02
2014-10-09 06:30:00,32.19,rain,0.57,1.2
2014-10-09 07:30:00,33.79,rain,0.52,1.48
2014-10-09 08:30:00,34.42,rain,0.49,1.76
2014-10-09 09:30:00,34.42,rain,0.49,2.33
2014-10-09 10:30:00,32.97,rain,0.53,1.35
2014-10-09 11:30:00,31.86,rain,0.58,0.97
2014-10-09 12:30:00,31.23,rain,0.59,1.32
2014-10-09 13:30:00,30.6,rain,0.64,0.88
2014-10-09 14:30:00,29.56,rain,0.71,3.31
2014-10-09 15:30:00,27.68,rain,0.75,2.87
2014-10-09 16:30:00,28.89,rain,0.75,2.24
2014-10-09 17:30:00,27.05,rain,0.76,1.82
2014-10-10 18:30:00,25.6,rain,0.87,2.28
2014-10-10 19:30:00,25.6,rain,0.87,3.41
2014-10-10 20:30:00,25.6,rain,0.84,3.07
2014-10-10 21:30:00,25.29,rain,0.84,3.19
2014-10-10 22:30:00,25.29,rain,0.84,3.76
2014-10-10 23:30:00,25.29,rain,0.84,3.87
2014-10-11 00:30:00,25.29,rain,0.84,4
2014-10-11 01:30:00,25.04,rain,0.82,3.76
2014-10-11 02:30:00,26.57,rain,0.79,3.25
2014-10-11 03:30:00,28.16,rain,0.73,3.25
2014-10-11 04:30:00,29.66,rain,0.66,2.24
2014-10-11 05:30:00,30.14,rain,0.65,2.27
2014-10-11 06:30:00,32.19,rain,0.58,2.73
2014-10-11 07:30:00,33.31,rain,0.54,2.94
2014-10-11 08:30:00,33.93,rain,0.52,5.05
2014-10-11 09:30:00,33.93,rain,0.53,3.51
2014-10-11 10:30:00,32.48,rain,0.58,2.52
2014-10-11 11:30:00,31.86,rain,0.6,2.53
2014-10-11 12:30:00,30.5,rain,0.64,2.84
2014-10-11 13:30:00,29.39,rain,0.7,2.62
2014-10-11 14:30:00,29.08,rain,0.67,2.79
2014-10-11 15:30:00,27.97,rain,0.72,3.31
2014-10-11 16:30:00,27.97,rain,0.71,2.87
2014-10-11 17:30:00,27.34,rain,0.73,2.99
2014-10-11 18:30:00,26.71,rain,0.75,3.04
2014-10-11 19:30:00,23.89,rain,0.9,4.02
2014-10-11 20:30:00,26.71,rain,0.75,3.31
2014-10-11 21:30:00,26.08,rain,0.77,3.89
2014-10-11 22:30:00,23.89,rain,0.9,4.02
2014-10-11 23:30:00,23.89,rain,0.9,3.13
2014-10-12 00:30:00,25.77,rain,0.8,3.62
2014-10-12 01:30:00,26.08,rain,0.8,2.43
2014-10-12 02:30:00,26.57,rain,0.79,4.46
2014-10-12 03:30:00,28.79,rain,0.68,5.4
2014-10-12 04:30:00,29.66,rain,0.66,5.91
2014-10-12 05:30:00,31.26,rain,0.59,6.13
2014-10-12 06:30:00,32.19,rain,0.57,4.85
2014-10-12 07:30:00,33.45,rain,0.53,5.67
2014-10-12 08:30:00,33.45,rain,0.53,4.3
2014-10-12 09:30:00,32.97,rain,0.53,3.8
2014-10-12 10:30:00,32.48,rain,0.55,4.78
2014-10-12 11:30:00,31.61,rain,0.56,3.53
2014-10-12 12:30:00,30.5,rain,0.61,3.49
2014-10-12 13:30:00,29.88,rain,0.61,3.25
2014-10-12 14:30:00,29.08,rain,0.66,2.7
2014-10-12 15:30:00,28.45,rain,0.63,2.73
2014-10-12 16:30:00,28.07,rain,0.65,2.85
2014-10-12 17:30:00,27.63,rain,0.68,3.13
2014-10-12 18:30:00,27.27,rain,0.7,3.33
2014-10-12 19:30:00,26.96,rain,0.73,3.04
2014-10-12 20:30:00,26.71,rain,0.75,2.73
2014-10-12 21:30:00,26.08,rain,0.75,3.09
2014-10-12 22:30:00,25.77,rain,0.76,3.76
2014-10-12 23:30:00,23.89,rain,0.9,2.24
2014-10-13 00:30:00,25.46,rain,0.78,2.94
2014-10-13 01:30:00,25.14,rain,0.81,3.37
2014-10-13 02:30:00,26.57,rain,0.72,3.61
2014-10-13 03:30:00,29.03,rain,0.65,3.3
2014-10-13 04:30:00,30.77,rain,0.61,3.23
2014-10-13 05:30:00,31.57,rain,0.58,2.36
2014-10-13 06:30:00,32.19,rain,0.56,2.35
2014-10-13 07:30:00,33.31,rain,0.52,2.5
2014-10-13 08:30:00,33.79,rain,0.5,2.39
2014-10-13 09:30:00,33.79,rain,0.5,1.67
2014-10-13 10:30:00,33.31,rain,0.53,3.97
2014-10-13 11:30:00,32.19,rain,0.57,1.56
2014-10-13 12:30:00,31.71,rain,0.55,1.1
2014-10-13 13:30:00,30.36,rain,0.6,3.64
2014-10-13 14:30:00,29.56,rain,0.65,3.15
2014-10-13 15:30:00,29.42,rain,0.67,3.85
2014-10-13 16:30:00,27.68,rain,0.77,3.21
2014-10-13 17:30:00,27.05,rain,0.76,2.83
2014-10-13 18:30:00,26.57,rain,0.82,2
2014-10-13 19:30:00,26.08,rain,0.84,4.02
2014-10-13 20:30:00,26.08,rain,0.84,3.13
2014-10-13 21:30:00,25.77,rain,0.85,1.34
2014-10-13 22:30:00,25.77,rain,0.83,2.68
2014-10-13 23:30:00,25.77,rain,0.83,1.34
2014-10-14 00:30:00,25.04,rain,0.87,1.34
2014-10-14 01:30:00,25.14,rain,0.85,1.34
2014-10-14 02:30:00,27.05,rain,0.76,2.24
2014-10-14 03:30:00,29.03,rain,0.7,2.24
2014-10-14 04:30:00,30.63,rain,0.6,0.44
2014-10-14 05:30:00,32.05,rain,0.54,1.48
2014-10-14 06:30:00,33.16,rain,0.54,0.76
2014-10-14 07:30:00,33.79,rain,0.5,1.17
2014-10-14 08:30:00,34.66,rain,0.45,2.49
2014-10-14 09:30:00,35.29,rain,0.45,2.59
2014-10-14 10:30:00,33.93,rain,0.5,2.73
2014-10-14 11:30:00,30.77,rain,0.62,3.35
2014-10-14 12:30:00,29.42,rain,0.67,3.52
2014-10-14 13:30:00,27.68,rain,0.74,1.14
2014-10-14 14:30:00,28.79,rain,0.69,2
2014-10-14 15:30:00,27.68,rain,0.78,3.78
2014-10-14 16:30:00,27.05,rain,0.77,2.59
2014-10-14 17:30:00,26.57,rain,0.8,2.16
2014-10-15 18:30:00,25.29,rain,0.92,0.78
2014-10-15 19:30:00,27.22,rain,0.88,1.34
2014-10-15 20:30:00,25.29,rain,0.89,1.34
2014-10-15 21:30:00,24.97,rain,0.95,1.34
2014-10-15 22:30:00,24.66,rain,0.97,1.05
2014-10-15 23:30:00,24.66,rain,0.97,0.49
2014-10-16 00:30:00,24.66,rain,0.97,2.68
2014-10-16 01:30:00,25.14,rain,0.91,2.24
2014-10-16 02:30:00,26.26,rain,0.85,2.68
2014-10-16 03:30:00,27.68,rain,0.78,3.13
2014-10-16 04:30:00,28.79,rain,0.73,2.6
2014-10-16 05:30:00,30.6,rain,0.66,3.77
2014-10-16 06:30:00,31.71,rain,0.61,4.01
2014-10-16 07:30:00,32.82,rain,0.57,3.83
2014-10-16 08:30:00,32.19,rain,0.58,4.53
2014-10-16 09:30:00,32.68,rain,0.55,4.53
2014-10-16 10:30:00,32.05,rain,0.57,3.62
2014-10-16 11:30:00,30.63,rain,0.63,3.15
2014-10-16 12:30:00,30.14,rain,0.65,3.37
2014-10-16 13:30:00,28.79,rain,0.69,3.07
2014-10-16 14:30:00,28.79,rain,0.67,3.21
2014-10-16 15:30:00,27.68,rain,0.75,2.32
2014-10-16 16:30:00,26.57,rain,0.79,2.48
2014-10-16 17:30:00,26.57,rain,0.82,2.42
2014-10-16 18:30:00,26.74,rain,0.84,1.7
2014-10-16 19:30:00,26.26,rain,0.85,1.3
2014-10-16 20:30:00,25.63,rain,0.91,2.1
2014-10-16 21:30:00,25.14,rain,0.92,1.79
2014-10-16 22:30:00,25.14,rain,0.94,2.04
2014-10-16 23:30:00,25.14,rain,0.94,2.59
2014-10-17 00:30:00,24.66,rain,0.93,2.57
2014-10-17 01:30:00,24.03,rain,0.97,1.52
2014-10-17 02:30:00,25.63,rain,0.91,2.24
2014-10-17 03:30:00,25.97,rain,0.85,3.13
2014-10-17 04:30:00,26.84,rain,0.79,3.58
2014-10-17 05:30:00,27.78,rain,0.74,2.73
2014-10-17 06:30:00,29.52,rain,0.66,2.67
2014-10-17 07:30:00,30,rain,0.63,3.13
2014-10-17 08:30:00,29.23,rain,0.72,1.32
2014-10-17 09:30:00,28.74,rain,0.74,3.07
2014-10-17 10:30:00,27.53,rain,0.78,4.13
2014-10-17 11:30:00,26.57,rain,0.86,2.32
2014-10-17 12:30:00,25,rain,0.91,2.57
2014-10-17 13:30:00,24.52,rain,0.94,1.83
2014-10-17 14:30:00,25,rain,0.91,1.79
2014-10-17 15:30:00,24.52,rain,0.94,3.13
2014-10-17 16:30:00,23.89,rain,0.97,2.44
2014-10-17 17:30:00,23.41,rain,0.99,1.64
2014-10-18 18:30:00,23.41,rain,0.93,2.24
2014-10-18 19:30:00,23.41,rain,0.93,2
2014-10-18 20:30:00,23.41,rain,0.93,1.35
2014-10-18 21:30:00,23.72,rain,0.93,1.67
2014-10-18 22:30:00,23.41,rain,0.95,0.84
2014-10-18 23:30:00,23.41,rain,0.95,2.39
2014-10-19 00:30:00,23.41,rain,0.97,1.34
2014-10-19 01:30:00,23.41,rain,0.92,0
2014-10-19 02:30:00,24.52,rain,0.89,1.64
2014-10-19 03:30:00,24.52,rain,0.92,1.83
2014-10-19 04:30:00,25.63,rain,0.87,3.42
2014-10-19 05:30:00,25,rain,0.91,3.08
2014-10-19 06:30:00,25.48,rain,0.89,3.14
2014-10-19 07:30:00,25.97,rain,0.87,3.7
2014-10-19 08:30:00,24.52,rain,0.92,3.83
2014-10-19 09:30:00,25.14,rain,0.89,5.15
2014-10-19 10:30:00,25.77,rain,0.87,2.59
2014-10-19 11:30:00,25.29,rain,0.9,3.43
2014-10-19 12:30:00,24.03,rain,0.95,1.26
2014-10-19 13:30:00,24.03,rain,0.95,1.12
2014-10-19 14:30:00,24.42,rain,0.93,1.34
2014-10-19 15:30:00,23.79,rain,0.97,1.34
2014-10-19 16:30:00,23.41,rain,0.99,1.34
2014-10-19 17:30:00,23.41,rain,0.99,2.24
2014-10-19 18:30:00,23.16,rain,1,2.68
2014-10-19 19:30:00,23.16,rain,1,2.68
2014-10-19 20:30:00,23.16,rain,1,2.68
2014-10-19 21:30:00,23.41,rain,0.95,2.24
2014-10-19 22:30:00,23.41,rain,0.95,2.24
2014-10-19 23:30:00,23.89,rain,0.94,2.24
2014-10-20 00:30:00,23.41,rain,0.95,2.04
2014-10-20 01:30:00,23.41,rain,0.95,1.52
2014-10-20 02:30:00,23.41,rain,0.95,2.74
2014-10-20 03:30:00,23.89,rain,0.92,3.49
2014-10-20 04:30:00,23.89,rain,0.92,3.63
2014-10-20 05:30:00,24.37,rain,0.91,4.09
2014-10-20 06:30:00,25.48,rain,0.89,4.67
2014-10-20 07:30:00,26.11,rain,0.85,3.76
2014-10-20 08:30:00,26.11,rain,0.85,3.46
2014-10-20 09:30:00,26.74,rain,0.79,4.51
2014-10-20 10:30:00,26.26,rain,0.83,4.28
2014-10-20 11:30:00,26.26,rain,0.82,3.25
2014-10-20 12:30:00,25.94,rain,0.85,1.82
2014-10-20 13:30:00,25.63,rain,0.88,1.34
2014-10-20 14:30:00,25,rain,0.91,3.64
2014-10-20 15:30:00,24.52,rain,0.94,2.89
2014-10-20 16:30:00,24.52,rain,0.94,2.59
2014-10-20 17:30:00,24.52,rain,0.94,2.28
2014-10-20 18:30:00,24.03,rain,0.95,2.7
2014-10-20 19:30:00,24.03,rain,0.95,2.73
2014-10-20 20:30:00,24.03,rain,0.95,3.36
2014-10-20 21:30:00,23.41,rain,0.95,3.37
2014-10-20 22:30:00,23.41,rain,0.95,2.41
2014-10-20 23:30:00,23.41,rain,0.95,2.41
2014-10-21 00:30:00,23.41,rain,0.93,2.66
2014-10-21 01:30:00,23.41,rain,0.93,2.89
2014-10-21 02:30:00,23.41,rain,0.95,2.48
2014-10-21 03:30:00,23.89,rain,0.92,2.87
2014-10-21 04:30:00,23.89,rain,0.92,1.17
2014-10-21 05:30:00,24.37,rain,0.91,2.24
2014-10-21 06:30:00,26.11,rain,0.84,2.42
2014-10-21 07:30:00,26.11,rain,0.84,1.84
2014-10-21 08:30:00,26.57,rain,0.83,1.94
2014-10-21 09:30:00,27.68,rain,0.78,1.3
2014-10-21 10:30:00,28.79,rain,0.73,2.12
2014-10-21 11:30:00,27.68,rain,0.77,3.08
2014-10-21 12:30:00,27.68,rain,0.78,1.52
2014-10-21 13:30:00,26.57,rain,0.83,1.19
2014-10-21 14:30:00,25.63,rain,0.85,1.34
2014-10-21 15:30:00,25.14,rain,0.87,1.65
2014-10-21 16:30:00,25.14,rain,0.85,2.01
2014-10-21 17:30:00,24.66,rain,0.89,2.24
2014-10-21 18:30:00,23.79,rain,0.9,2.24
2014-10-21 19:30:00,23.79,rain,0.9,1.34
2014-10-21 20:30:00,23.79,rain,0.94,1.34
2014-10-21 21:30:00,24.03,rain,0.95,0.59
2014-10-21 22:30:00,24.03,rain,0.95,1.34
2014-10-21 23:30:00,24.03,rain,0.95,1.79
2014-10-22 00:30:00,23.79,rain,0.94,2.27
2014-10-22 01:30:00,23.79,rain,0.97,1.81
2014-10-22 02:30:00,24.66,rain,0.92,2.93
2014-10-22 03:30:00,25.77,rain,0.85,4.08
2014-10-22 04:30:00,27.78,rain,0.74,4.14
2014-10-22 05:30:00,28.16,rain,0.71,3.71
2014-10-22 06:30:00,28.41,rain,0.77,3.58
2014-10-22 07:30:00,28.89,rain,0.73,3.15
2014-10-22 08:30:00,28.26,rain,0.77,3.62
2014-10-22 09:30:00,28.43,rain,0.74,3.62
2014-10-22 10:30:00,27.95,rain,0.75,0.55
2014-10-22 11:30:00,27.47,rain,0.78,0
2014-10-22 12:30:00,27.22,rain,0.8,1.34
2014-10-22 13:30:00,26.11,rain,0.87,2.84
